ID,First Name,Last Name,Team,Position,Assists,bonus,Total points,xA,CS,Gc,Goals Scored,minutes,red_cards,starts,xG,xGi,xGc,code,PpG
276,Freddie,Ladapo,10,4,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,94926,0.0
277,Massimo,Luongo,10,3,0,0,2,0.00,0,1,0,64,0,1,0.00,0.00,1.45,106606,2.0
278,Sam,Morsy,10,3,0,0,2,0.08,0,2,0,90,0,1,0.00,0.08,2.65,74944,2.0
279,Corrie,Ndaba,10,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,246265,0.0
280,Cieran,Slicker,10,1,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,434044,0.0
281,Jack,Taylor,10,3,0,0,1,0.01,0,1,0,25,0,0,0.02,0.03,1.21,231899,1.0
282,Axel,Tuanzebe,10,2,0,0,1,0.00,0,2,0,73,0,1,0.07,0.07,2.07,180804,1.0
283,Christian,Walton,10,1,0,0,2,0.00,0,2,0,90,0,1,0.00,0.00,2.65,108813,2.0
284,Luke,Woolfenden,10,2,0,0,0,0.00,0,2,0,90,0,1,0.00,0.00,2.65,220583,0.0
285,Boubakary,Soumaré,11,3,0,0,1,0.00,0,0,0,11,0,0,0.00,0.00,0.25,225902,1.0
286,Tom,Cannon,11,4,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,461416,0.0
287,Hamza,Choudhury,11,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,197469,0.0
288,Conor,Coady,11,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,94147,0.0
289,Patson,Daka,11,4,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,245419,0.0
290,Bobby,De Cordova-Reid,11,3,0,0,2,0.01,0,1,0,85,0,1,0.06,0.07,1.04,96994,2.0
291,Wout,Faes,11,2,0,0,1,0.00,0,1,0,90,0,1,0.00,0.00,1.23,218218,1.0
292,Michael,Golding,11,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,549640,0.0
293,Mads,Hermansen,11,1,0,0,3,0.00,0,1,0,90,0,1,0.00,0.00,1.23,467189,3.0
294,Daniel,Iversen,11,1,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,207270,0.0
295,James,Justin,11,2,0,0,2,0.01,0,1,0,90,0,1,0.06,0.07,1.23,220627,2.0
296,Victor,Kristiansen,11,2,0,0,2,0.03,0,1,0,90,0,1,0.00,0.03,1.23,481510,2.0
297,Wanya,Marçal-Madivádua,11,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,461584,0.0
298,Stephy,Mavididi,11,3,0,0,1,0.03,0,0,0,11,0,0,0.00,0.03,0.25,154048,1.0
299,Kasey,McAteer,11,3,0,0,1,0.00,0,0,0,4,0,0,0.02,0.02,0.19,461587,1.0
300,Wilfred,Ndidi,11,3,0,0,2,0.01,0,1,0,90,0,1,0.07,0.08,1.23,203341,2.0
301,Caleb,Okoli,11,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,473341,0.0
302,Ricardo,Barbosa Pereira,11,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,111931,0.0
303,Harry,Souttar,11,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,194190,0.0
304,Jakub,Stolarczyk,11,1,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,436680,0.0
305,Luke,Thomas,11,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,244619,0.0
306,Jamie,Vardy,11,4,0,2,8,0.00,0,1,1,78,0,1,0.80,0.80,0.98,101668,8.0
307,Jannik,Vestergaard,11,2,0,0,2,0.00,0,1,0,90,0,1,0.00,0.00,1.23,93100,2.0
308,Danny,Ward,11,1,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,95463,0.0
309,Harry,Winks,11,3,0,0,2,0.03,0,1,0,90,0,1,0.00,0.03,1.23,157668,2.0
310,Alisson,Ramses Becker,12,1,0,1,7,0.00,1,0,0,90,0,1,0.00,0.00,0.45,116535,7.0
311,Trent,Alexander-Arnold,12,2,0,2,8,1.00,1,0,0,76,0,1,0.06,1.06,0.41,169187,8.0
312,Stefan,Bajčetić Maquieira,12,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,535928,0.0
313,Conor,Bradley,12,2,0,0,1,0.02,0,0,0,13,0,0,0.24,0.26,0.04,492777,1.0
314,Fábio,Freitas Gouveia Carvalho,4,3,0,0,1,0.00,0,0,0,6,0,0,0.00,0.00,0.56,244858,1.0
315,Bobby,Clark,12,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,491970,0.0
316,Darwin,Núñez Ribeiro,12,4,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,447203,0.0
317,Diogo,Teixeira da Silva,12,3,0,0,8,0.04,1,0,1,78,0,1,0.95,0.99,0.41,194634,8.0
318,Ben,Doak,12,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,496208,0.0
319,Harvey,Elliott,12,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,444884,0.0
320,Endo,Wataru,12,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,158983,0.0
321,Cody,Gakpo,12,4,0,0,0,0.00,0,0,0,11,0,0,0.00,0.00,0.04,243298,0.0
322,Joe,Gomez,12,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,171287,0.0
323,Ryan,Gravenberch,12,3,0,0,3,0.39,1,0,0,90,0,1,0.00,0.39,0.45,441266,3.0
324,Curtis,Jones,12,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,206915,0.0
325,Caoimhin,Kelleher,12,1,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,200720,0.0
326,Ibrahima,Konaté,12,2,0,0,1,0.00,0,0,0,45,0,0,0.00,0.00,0.15,204716,1.0
327,Luis,Díaz,12,3,0,0,3,0.38,1,0,0,90,0,1,0.46,0.84,0.45,244731,3.0
328,Mohamed,Salah,12,3,1,3,14,0.15,1,0,1,90,0,1,0.70,0.85,0.45,118748,14.0
329,Alexis,Mac Allister,12,3,0,0,3,0.06,1,0,0,90,0,1,0.10,0.16,0.45,243016,3.0
330,James,McConnell,12,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,491501,0.0
331,Tyler,Morton,12,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,440148,0.0
332,Nathaniel,Phillips,12,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,197464,0.0
333,Jarell,Quansah,12,2,0,0,1,0.00,0,0,0,45,0,1,0.00,0.00,0.31,441428,1.0
334,Rhys,Williams,12,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,219937,0.0
335,Andrew,Robertson,12,2,0,0,6,0.13,1,0,0,78,0,1,0.00,0.13,0.41,122798,6.0
336,Dominik,Szoboszlai,12,3,1,1,7,0.24,1,0,0,90,0,1,0.15,0.39,0.45,424876,7.0
337,Konstantinos,Tsimikas,12,2,0,0,1,0.01,0,0,0,11,0,0,0.00,0.01,0.04,214285,1.0
338,Sepp,van den Berg,4,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,444765,0.0
339,Virgil,van Dijk,12,2,0,0,6,0.01,1,0,0,90,0,1,0.00,0.01,0.45,97032,6.0
340,Manuel,Akanji,13,2,0,0,6,0.01,1,0,0,90,0,1,0.00,0.01,1.01,211975,6.0
341,Nathan,Aké,13,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,126184,0.0
342,Bernardo,Veiga de Carvalho e Silva,13,3,1,0,6,0.20,1,0,0,90,0,1,0.13,0.33,1.01,165809,6.0
343,Oscar,Bobb,13,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,477555,0.0
344,Scott,Carson,13,1,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,17601,0.0
345,Kevin,De Bruyne,13,3,0,0,3,0.32,1,0,0,90,0,1,0.07,0.39,1.01,61366,3.0
346,Jérémy,Doku,13,3,0,0,3,0.09,1,0,0,90,0,1,0.13,0.22,1.01,248875,3.0
347,Ederson,Santana de Moraes,13,1,0,1,8,0.00,1,0,0,90,0,1,0.00,0.00,1.01,121160,8.0
348,Phil,Foden,13,3,0,0,1,0.01,0,0,0,45,0,0,0.00,0.01,0.72,209244,1.0
349,Jack,Grealish,13,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,114283,0.0
350,Joško,Gvardiol,13,2,0,1,7,0.02,1,0,0,90,0,1,0.03,0.05,1.01,477424,7.0
351,Erling,Haaland,13,4,0,2,7,0.00,1,0,1,90,0,1,0.28,0.28,1.01,223094,7.0
352,Julián,Álvarez,13,4,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,461358,0.0
353,João,Cavaco Cancelo,13,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,121145,0.0
354,Mateo,Kovačić,13,3,0,3,11,0.02,1,0,1,90,0,1,0.13,0.15,1.01,91651,11.0
355,Rico,Lewis,13,2,0,0,6,0.01,1,0,0,90,0,1,0.00,0.01,1.01,477064,6.0
356,Matheus Luiz,Nunes,13,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,465351,0.0
357,James,McAtee,13,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,432714,0.0
358,Stefan,Ortega Moreno,13,1,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,88248,0.0
359,Kalvin,Phillips,10,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,155405,0.0
360,Rodrigo 'Rodri',Hernandez,13,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,220566,0.0
361,Rúben,Gato Alves Dias,13,2,0,0,6,0.00,1,0,0,90,0,1,0.00,0.00,1.01,171314,6.0
362,John,Stones,13,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,97299,0.0
363,Kyle,Walker,13,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,58621,0.0
364,Amad,Diallo,14,3,0,0,3,0.13,1,0,0,60,0,1,0.00,0.13,0.21,493250,3.0
365,Antony Matheus,dos Santos,14,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,467169,0.0
366,Bruno,Borges Fernandes,14,3,0,0,3,0.03,1,0,0,90,0,1,1.19,1.22,0.44,141746,3.0
367,Altay,Bayindir,14,1,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,451302,0.0
368,Carlos Henrique,Casimiro,14,3,0,0,3,0.50,1,0,0,90,0,1,0.16,0.66,0.44,61256,3.0
369,Diogo,Dalot Teixeira,14,2,0,1,7,0.02,1,0,0,90,0,1,0.00,0.02,0.44,216051,7.0
370,Christian,Eriksen,14,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,80607,0.0
371,Jonny,Evans,14,2,0,0,1,0.00,0,0,0,9,0,0,0.00,0.00,0.06,37642,1.0
372,Alejandro,Garnacho,14,3,1,0,4,0.09,0,0,0,29,0,0,0.68,0.77,0.23,493105,4.0
373,Hannibal,Mejbri,14,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,465527,0.0
374,Tom,Heaton,14,1,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,21205,0.0
375,Rasmus,Højlund,14,4,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,497894,0.0
376,Victor,Lindelöf,14,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,184667,0.0
377,Harry,Maguire,14,2,0,0,5,0.01,1,0,0,80,0,1,0.00,0.01,0.38,95658,5.0
378,Kobbie,Mainoo,14,3,0,0,3,0.01,1,0,0,83,0,1,0.03,0.04,0.38,516895,3.0
379,Tyrell,Malacia,14,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,222690,0.0
380,Lisandro,Martínez,14,2,0,1,7,0.02,1,0,0,90,0,1,0.00,0.02,0.44,221820,7.0
381,Scott,McTominay,14,3,0,0,1,0.00,0,0,0,6,0,0,0.00,0.00,0.06,195851,1.0
382,Mason,Mount,14,3,0,0,2,0.03,1,0,0,60,0,1,0.30,0.33,0.21,184341,2.0
383,André,Onana,14,1,0,0,6,0.00,1,0,0,90,0,1,0.00,0.00,0.44,202641,6.0
384,Facundo,Pellistri Rebollo,14,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,488404,0.0
385,Marcus,Rashford,14,3,0,0,3,0.11,1,0,0,90,0,1,0.00,0.11,0.44,176297,3.0
386,Jadon,Sancho,14,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,209243,0.0
387,Luke,Shaw,14,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,106760,0.0
388,Aaron,Wan-Bissaka,19,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,214590,0.0
389,Joshua,Zirkzee,14,4,0,3,8,0.00,0,0,1,29,0,0,0.07,0.07,0.23,458249,8.0
390,Alex,Murphy,15,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,545477,0.0
391,Miguel,Almirón Rejala,15,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,179018,0.0
392,Harvey,Barnes,15,3,0,0,1,0.00,0,0,0,20,0,0,0.00,0.00,0.44,201666,1.0
393,Sven,Botman,15,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,220237,0.0
394,Bruno,Guimarães Rodriguez Moura,15,3,0,0,3,0.04,1,0,0,90,0,1,0.00,0.04,1.77,208706,3.0
395,Dan,Burn,15,2,0,0,5,0.00,1,0,0,90,0,1,0.00,0.00,1.77,78916,5.0
396,Martin,Dúbravka,15,1,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,67089,0.0
397,Ryan,Fraser,15,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,90105,0.0
398,Anthony,Gordon,15,3,0,0,3,0.02,1,0,0,69,0,1,0.00,0.02,1.33,232826,3.0
399,Lewis,Hall,15,2,0,0,5,0.02,1,0,0,69,0,1,0.00,0.02,1.33,487838,5.0
400,Isaac,Hayden,15,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,153127,0.0
401,Alexander,Isak,15,4,1,0,5,0.08,1,0,0,90,0,1,0.00,0.08,1.77,219168,5.0
402,Jacob,Murphy,15,3,0,0,1,0.01,0,0,0,29,0,1,0.00,0.01,0.20,114243,1.0
403,Joelinton Cássio,Apolinário de Lira,15,3,0,3,11,0.01,1,0,1,90,0,1,0.22,0.23,1.77,180974,11.0
404,Lloyd,Kelly,15,2,0,0,1,0.00,0,0,0,20,0,0,0.00,0.00,0.44,235530,1.0
405,Emil,Krafth,15,2,0,0,6,0.00,1,0,0,60,0,0,0.00,0.00,1.58,111773,6.0
406,Garang,Kuol,15,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,564510,0.0
407,Jamaal,Lascelles,15,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,101148,0.0
408,Jamal,Lewis,15,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,194799,0.0
409,Tino,Livramento,15,2,0,1,7,0.00,1,0,0,90,0,1,0.00,0.00,1.77,441191,7.0
410,Sean,Longstaff,15,3,0,0,3,0.01,1,0,0,90,0,1,0.00,0.01,1.77,180135,3.0
411,Lewis,Miley,15,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,547719,0.0
412,Odysseas,Vlachodimos,15,1,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,111452,0.0
413,Nick,Pope,15,1,0,2,9,0.00,1,0,0,90,0,1,0.00,0.00,1.77,98747,9.0
414,John,Ruddy,15,1,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,19236,0.0
415,Fabian,Schär,15,2,0,0,-2,0.00,0,0,0,27,1,1,0.04,0.04,0.20,119471,-2.0
416,Matt,Targett,15,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,169359,0.0
417,Sandro,Tonali,15,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,432422,0.0
418,Kieran,Trippier,15,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,77794,0.0
419,Joe,White,15,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,461484,0.0
420,Joe,Willock,15,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,200089,0.0
421,Callum,Wilson,15,4,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,75115,0.0
422,Ola,Aina,16,2,0,0,1,0.02,0,0,0,53,0,1,0.02,0.04,0.55,159506,1.0
423,Elliot,Anderson,16,3,0,0,1,0.01,0,1,0,18,0,0,0.00,0.01,0.59,215379,1.0
424,Taiwo,Awoniyi,16,4,0,0,1,0.03,0,1,0,18,0,0,0.12,0.15,0.59,210156,1.0
425,Willy,Boly,16,2,0,0,2,0.00,0,1,0,90,0,1,0.07,0.07,1.22,90585,2.0
426,Josh,Bowler,16,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,245830,0.0
427,Carlos Miguel,dos Santos Pereira,16,1,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,475123,0.0
428,Eric,da Silva Moreira,16,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,569014,0.0
429,Danilo,dos Santos de Oliveira,16,3,0,0,1,0.00,0,0,0,14,0,1,0.00,0.00,0.28,513046,1.0
430,Emmanuel,Dennis,16,4,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,230251,0.0
431,Nicolás,Domínguez,16,3,0,0,1,0.09,0,1,0,36,0,0,0.00,0.09,0.67,250199,1.0
432,Anthony,Elanga,16,3,0,0,1,0.16,0,0,0,53,0,1,0.02,0.18,0.55,449434,1.0
433,Morgan,Gibbs-White,16,3,0,0,2,0.07,0,1,0,90,0,1,0.10,0.17,1.22,222531,2.0
434,Callum,Hudson-Odoi,16,3,0,0,3,0.20,1,0,0,71,0,1,0.07,0.27,0.63,209046,3.0
435,Alex,Mighten,16,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,244930,0.0
436,Murillo,Santiago Costa dos Santos,16,2,0,0,2,0.00,0,1,0,90,0,1,0.00,0.00,1.22,575476,2.0
437,Neco,Williams,16,2,0,0,1,0.13,0,1,0,90,0,1,0.03,0.16,1.22,215136,1.0
438,Omar,Richards,16,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,204822,0.0
439,Lewis,O'Brien,16,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,243345,0.0
440,Andrew,Omobamidele,16,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,466404,0.0
441,Jonathan,Panzo,16,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,209035,0.0
442,Ibrahim,Sangaré,16,3,0,0,2,0.01,0,1,0,90,0,1,0.00,0.01,1.22,210462,2.0
443,Matz,Sels,16,1,0,0,3,0.00,0,1,0,90,0,1,0.00,0.00,1.22,85633,3.0
444,Harry,Toffolo,16,2,0,0,1,0.01,0,1,0,36,0,0,0.02,0.03,0.67,114241,1.0
445,Matt,Turner,16,1,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,224068,0.0
446,Hwang,Ui-jo,16,4,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,201440,0.0
447,Chris,Wood,16,4,0,3,9,0.02,1,0,1,71,0,1,0.71,0.73,0.63,60689,9.0
448,Joe,Worrall,16,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,208912,0.0
449,Ryan,Yates,16,3,1,2,7,0.03,0,1,0,75,0,0,0.24,0.27,0.94,204968,7.0
450,Carlos,Alcaraz Durán,17,3,0,0,1,0.03,0,0,0,9,0,0,0.07,0.10,0.00,502697,1.0
451,Samuel,Amo-Ameyaw,17,3,0,0,1,0.13,0,0,0,9,0,0,0.02,0.15,0.00,499724,1.0
452,Joe,Aribo,17,3,0,0,2,0.44,0,1,0,69,0,1,0.05,0.49,0.25,193204,2.0
453,Adam,Armstrong,17,4,0,0,2,0.08,0,1,0,90,0,1,0.71,0.79,0.25,155511,2.0
454,Gavin,Bazunu,17,1,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,456350,0.0
455,Jan,Bednarek,17,2,0,0,2,0.03,0,1,0,80,0,1,0.00,0.03,0.25,171771,2.0
456,Armel,Bella-Kotchap,17,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,477386,0.0
457,James,Bree,17,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,184386,0.0
458,Shea,Charles,17,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,463210,0.0
459,Samuel,Edozie,17,3,0,0,0,0.15,0,0,0,45,0,0,0.00,0.15,0.00,490503,0.0
460,Ronnie,Edwards,17,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,500926,0.0
461,Taylor,Harwood-Bellis,17,2,0,0,1,0.02,0,1,0,90,0,1,0.00,0.02,0.25,245719,1.0
462,Kamaldeen,Sulemana,17,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,504783,0.0
463,Adam,Lallana,17,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,39155,0.0
464,Juan,Larios López,17,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,515571,0.0
465,Mateusz,Lis,17,1,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,200428,0.0
466,Joe,Lumley,17,1,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,167888,0.0
467,Ryan,Manning,17,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,204863,0.0
468,Sékou,Mara,17,4,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,476888,0.0
469,Alex,McCarthy,17,1,0,0,2,0.00,0,1,0,90,0,1,0.00,0.00,0.25,58376,2.0
470,Paul,Onuachu,17,4,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,147611,0.0
471,Will,Smallbone,17,3,0,0,2,0.25,0,1,0,90,0,1,0.31,0.56,0.25,214466,2.0
472,Jack,Stephens,17,2,0,0,1,0.04,0,1,0,90,0,1,0.00,0.04,0.25,88900,1.0
473,Ross,Stewart,17,4,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,230348,0.0
474,Sugawara,Yukinari,17,2,0,0,1,0.22,0,1,0,45,0,1,0.00,0.22,0.25,219279,1.0
475,Charlie,Taylor,17,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,103914,0.0
476,Kyle,Walker-Peters,17,2,0,0,2,0.08,0,1,0,80,0,1,0.06,0.14,0.25,158534,2.0
477,Nathan,Wood-Gordon,17,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,244845,0.0
478,Ashley,Phillips,18,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,548308,0.0
479,Brandon,Austin,18,1,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,214572,0.0
480,Rodrigo,Bentancur,18,3,0,0,1,0.04,0,1,0,77,0,1,0.27,0.31,0.90,202993,1.0
481,Lucas,Bergvall,18,3,0,0,1,0.14,0,0,0,12,0,0,0.06,0.20,0.12,570526,1.0
482,Yves,Bissouma,18,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,227127,0.0
483,Bryan,Gil Salvatierra,18,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,436234,0.0
484,Ben,Davies,18,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,115556,0.0
485,Alfie,Devine,18,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,496179,0.0
486,Radu,Drăgușin,18,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,493125,0.0
487,Emerson,Leite de Souza Junior,18,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,241157,0.0
488,Fraser,Forster,18,1,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,40383,0.0
489,Archie,Gray,18,3,0,0,1,0.01,0,0,0,12,0,0,0.00,0.01,0.12,547701,1.0
490,Pierre-Emile,Højbjerg,18,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,132015,0.0
491,Brennan,Johnson,18,3,0,0,2,0.08,0,1,0,77,0,1,0.12,0.20,0.90,242898,2.0
492,Dejan,Kulusevski,18,3,0,0,1,0.17,0,0,0,11,0,0,0.00,0.17,0.12,445044,1.0
493,Giovani,Lo Celso,18,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,200826,0.0
494,James,Maddison,18,3,1,0,5,0.98,0,1,0,78,0,1,0.02,1.00,0.90,172780,5.0
495,Pedro,Porro,18,2,0,1,9,0.32,0,1,1,90,0,1,0.09,0.41,0.96,441164,9.0
496,Sergio,Reguilón,18,2,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,199249,0.0
497,Richarlison,de Andrade,18,4,0,0,1,0.00,0,0,0,1,0,0,0.19,0.19,0.06,212319,1.0
498,Cristian,Romero,18,2,0,0,2,0.03,0,1,0,90,0,1,0.09,0.12,1.02,221632,2.0
499,Pape Matar,Sarr,18,3,0,0,2,0.04,0,1,0,77,0,1,0.01,0.05,0.90,482442,2.0
500,Dane,Scarlett,18,4,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,490145,0.0
501,Oliver,Skipp,11,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,209042,0.0
502,Manor,Solomon,18,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,235674,0.0
503,Son,Heung-min,18,3,0,0,2,0.30,0,1,0,90,0,1,0.03,0.33,0.96,85971,2.0
504,Djed,Spence,18,2,0,0,1,0.00,0,0,0,1,0,0,0.00,0.00,0.06,232859,1.0
505,Destiny,Udogie,18,2,0,0,2,0.06,0,1,0,90,0,1,0.00,0.06,1.02,487053,2.0
506,Micky,van de Ven,18,2,0,0,2,0.02,0,1,0,90,0,1,0.00,0.02,1.02,491279,2.0
507,Alejo,Véliz,18,4,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,536908,0.0
508,Guglielmo,Vicario,18,1,0,0,2,0.00,0,1,0,90,0,1,0.00,0.00,1.02,184254,2.0
509,Timo,Werner,18,3,0,0,1,0.02,0,0,0,12,0,0,0.00,0.02,0.12,165153,1.0
510,Alfie,Whiteman,18,1,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,175941,0.0
511,Edson,Álvarez Velázquez,19,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,213999,0.0
512,Michail,Antonio,19,4,0,0,2,0.00,0,1,0,72,0,1,0.15,0.15,1.76,57531,2.0
513,Alphonse,Areola,19,1,0,0,1,0.00,0,2,0,90,0,1,0.00,0.00,2.03,84182,1.0
514,Jarrod,Bowen,19,3,0,0,2,0.07,0,1,0,72,0,1,0.00,0.07,1.76,178186,2.0
515,Maxwel,Cornet,19,3,0,0,0,0.00,0,0,0,0,0,0,0.00,0.00,0.00,149519,0.0
